stage_history_id,opportunity_id,from_stage,to_stage,stage_entered_date,stage_exited_date,days_in_stage,changed_by_user_id,is_regression
SH-6276,OPP-4068,Qualified Lead,Negotiation,2024-07-19,2024-08-09,21.0,USR-3036,0
SH-6277,OPP-4068,Opportunity,Negotiation,2024-08-09,2024-08-29,17.0,USR-3036,0
SH-6278,OPP-4069,,Qualified Lead,2016-12-11,2016-12-15,4.0,USR-3044,0
SH-6279,OPP-4069,Lead,Opportunity,2016-12-15,2017-01-03,19.0,USR-3044,0
SH-6280,OPP-4069,Qualified Lead,Negotiation,2017-01-03,2017-03-07,63.0,USR-3044,0
SH-6281,OPP-4069,Opportunity,Negotiation,2017-03-07,2017-02-16,26.0,USR-3044,0
SH-6282,OPP-4070,,Qualified Lead,2019-09-13,2019-09-18,5.0,USR-3054,0
SH-6283,OPP-4070,Lead,Opportunity,2019-09-18,2019-09-27,9.0,USR-3054,0
SH-6284,OPP-4070,Qualified Lead,Negotiation,2019-09-27,2019-10-29,32.0,USR-3054,0
SH-6285,OPP-4070,Opportunity,Negotiation,2019-10-29,2019-10-14,19.0,USR-3054,0
SH-6286,OPP-4071,,Qualified Lead,2023-11-16,2023-11-20,4.0,USR-3041,0
SH-6287,OPP-4071,Lead,Opportunity,2023-11-20,2023-11-29,9.0,USR-3041,0
SH-6288,OPP-4071,Qualified Lead,Negotiation,2023-11-29,2023-12-19,20.0,USR-3041,0
SH-6289,OPP-4071,Opportunity,Negotiation,2023-12-19,2024-01-13,8.0,USR-3041,0
SH-6290,OPP-4072,,Qualified Lead,2023-04-22,2023-04-27,5.0,USR-3059,0
SH-6291,OPP-4072,Lead,Opportunity,2023-04-27,2023-05-11,14.0,USR-3059,0
SH-6292,OPP-4072,Qualified Lead,Negotiation,2023-05-11,2023-06-06,26.0,USR-3059,0
SH-6293,OPP-4072,Opportunity,Negotiation,2023-06-06,2023-06-03,13.0,USR-3059,0
SH-6294,OPP-4073,,Qualified Lead,2020-11-15,2020-11-27,12.0,USR-3012,0
SH-6295,OPP-4073,Lead,Opportunity,2020-11-27,2020-12-06,9.0,USR-3012,0
SH-6296,OPP-4073,Qualified Lead,Negotiation,2020-12-06,2020-12-23,17.0,USR-3012,0
SH-6297,OPP-4073,Opportunity,Negotiation,2020-12-23,2020-12-12,7.0,USR-3012,0
SH-6298,OPP-4074,,Qualified Lead,2021-07-18,2021-07-26,8.0,USR-3003,0
SH-6299,OPP-4074,Lead,Opportunity,2021-07-26,2021-08-08,13.0,USR-3003,0
SH-6300,OPP-4074,Qualified Lead,Negotiation,2021-08-08,2021-08-31,23.0,USR-3003,0
SH-6301,OPP-4074,Opportunity,Negotiation,2021-08-31,2021-08-28,22.0,USR-3003,0
SH-6302,OPP-4075,,Qualified Lead,2023-05-02,2023-05-04,2.0,USR-3053,0
SH-6303,OPP-4075,Lead,Opportunity,2023-05-04,2023-05-16,12.0,USR-3053,0
SH-6304,OPP-4075,Qualified Lead,Negotiation,2023-05-16,2023-06-11,26.0,USR-3053,0
SH-6305,OPP-4075,Opportunity,Negotiation,2023-06-11,2023-06-30,8.0,USR-3053,0
SH-6306,OPP-4076,,Qualified Lead,2019-06-12,2019-06-19,7.0,USR-3057,0
SH-6307,OPP-4076,Lead,Opportunity,2019-06-19,2019-07-03,14.0,USR-3057,0
SH-6308,OPP-4076,Qualified Lead,Negotiation,2019-07-03,2019-07-15,12.0,USR-3057,0
SH-6309,OPP-4076,Opportunity,Negotiation,2019-07-15,2019-07-23,24.0,USR-3057,0
SH-6310,OPP-4077,,Qualified Lead,2019-01-11,2019-01-15,4.0,USR-3065,0
SH-6311,OPP-4077,Lead,Opportunity,2019-01-15,2019-01-21,6.0,USR-3065,0
SH-6312,OPP-4077,Qualified Lead,Negotiation,2019-01-21,2019-02-13,23.0,USR-3065,0
SH-6313,OPP-4077,Opportunity,Negotiation,2019-02-13,2019-05-08,44.0,USR-3065,0
SH-6314,OPP-4078,,Qualified Lead,2019-02-16,2019-02-18,2.0,USR-3054,0
SH-6315,OPP-4078,Lead,Opportunity,2019-02-18,2019-02-26,8.0,USR-3054,0
SH-6316,OPP-4078,Qualified Lead,Negotiation,2019-02-26,2019-03-30,32.0,USR-3054,0
SH-6317,OPP-4078,Opportunity,Negotiation,2019-03-30,2019-04-07,7.0,USR-3054,0
SH-6318,OPP-4079,,Qualified Lead,2022-12-03,2022-12-09,6.0,USR-3034,0
SH-6319,OPP-4079,Lead,Opportunity,2022-12-09,2022-12-20,11.0,USR-3034,0
SH-6320,OPP-4079,Qualified Lead,Negotiation,2022-12-20,2023-01-05,16.0,USR-3034,0
SH-6321,OPP-4079,Opportunity,Negotiation,2023-01-05,2023-01-12,8.0,USR-3034,0
SH-6322,OPP-4080,,Qualified Lead,2023-08-19,2023-08-21,2.0,USR-3038,0
SH-6323,OPP-4080,Lead,Opportunity,2023-08-21,2023-08-27,6.0,USR-3038,0
SH-6324,OPP-4080,Qualified Lead,Negotiation,2023-08-27,2023-09-24,28.0,USR-3038,0
SH-6325,OPP-4080,Opportunity,Negotiation,2023-09-24,2023-11-08,25.0,USR-3038,0
SH-6326,OPP-4081,,Qualified Lead,2020-08-07,2020-08-12,5.0,USR-3051,0
SH-6327,OPP-4081,Lead,Opportunity,2020-08-12,2020-08-25,13.0,USR-3051,0
SH-6328,OPP-4081,Qualified Lead,Negotiation,2020-08-25,2020-09-05,11.0,USR-3051,0
SH-6329,OPP-4081,Opportunity,Negotiation,2020-09-05,2020-10-07,28.0,USR-3051,0
SH-6330,OPP-4082,,Qualified Lead,2018-12-24,2019-01-01,8.0,USR-3059,0
SH-6331,OPP-4082,Lead,Opportunity,2019-01-01,2019-01-06,5.0,USR-3059,0
SH-6332,OPP-4082,Qualified Lead,Negotiation,2019-01-06,2019-01-17,11.0,USR-3059,0
SH-6333,OPP-4082,Opportunity,Negotiation,2019-01-17,2019-01-29,23.0,USR-3059,0
SH-6334,OPP-4083,,Qualified Lead,2023-10-28,2023-11-05,8.0,USR-3022,0
SH-6335,OPP-4083,Lead,Opportunity,2023-11-05,2023-11-19,14.0,USR-3022,0
SH-6336,OPP-4083,Qualified Lead,Negotiation,2023-11-19,2024-01-10,52.0,USR-3022,0
SH-6337,OPP-4083,Opportunity,Negotiation,2024-01-10,2023-12-13,40.0,USR-3022,0
SH-6338,OPP-4084,,Qualified Lead,2018-03-01,2018-03-08,7.0,USR-3012,0
SH-6339,OPP-4084,Lead,Opportunity,2018-03-08,2018-03-22,14.0,USR-3012,0
SH-6340,OPP-4084,Qualified Lead,Negotiation,2018-03-22,2018-04-10,19.0,USR-3012,0
SH-6341,OPP-4084,Opportunity,Negotiation,2018-04-10,2018-04-17,17.0,USR-3012,0
SH-6342,OPP-4085,,Qualified Lead,2022-03-28,2022-04-06,9.0,USR-3008,0
SH-6343,OPP-4085,Lead,Opportunity,2022-04-06,2022-04-25,19.0,USR-3008,0
SH-6344,OPP-4085,Qualified Lead,Negotiation,2022-04-25,2022-05-17,22.0,USR-3008,0
SH-6345,OPP-4085,Opportunity,Negotiation,2022-05-17,2022-04-26,23.0,USR-3008,0
SH-6346,OPP-4086,,Qualified Lead,2022-11-13,2022-11-20,7.0,USR-3029,0
SH-6347,OPP-4086,Lead,Opportunity,2022-11-20,2022-12-06,16.0,USR-3029,0
SH-6348,OPP-4086,Qualified Lead,Negotiation,2022-12-06,2023-01-29,54.0,USR-3029,0
SH-6349,OPP-4086,Opportunity,Negotiation,2023-01-29,2022-12-16,34.0,USR-3029,0
SH-6350,OPP-4087,,Qualified Lead,2019-08-13,2019-08-19,6.0,USR-3010,0
SH-6351,OPP-4087,Lead,Opportunity,2019-08-19,2019-09-02,14.0,USR-3010,0
SH-6352,OPP-4087,Qualified Lead,Negotiation,2019-09-02,2019-09-21,19.0,USR-3010,0
SH-6353,OPP-4087,Opportunity,Negotiation,2019-09-21,2019-10-12,44.0,USR-3010,0
SH-6354,OPP-4088,,Qualified Lead,2021-10-04,2021-10-13,9.0,USR-3016,0
SH-6355,OPP-4088,Lead,Opportunity,2021-10-13,2021-10-28,15.0,USR-3016,0
SH-6356,OPP-4088,Qualified Lead,Negotiation,2021-10-28,2021-11-07,10.0,USR-3016,0
SH-6357,OPP-4088,Opportunity,Negotiation,2021-11-07,2021-10-28,9.0,USR-3016,0
SH-6358,OPP-4089,,Qualified Lead,2023-01-20,2023-01-24,4.0,USR-3074,0
SH-6359,OPP-4089,Lead,Opportunity,2023-01-24,2023-02-09,16.0,USR-3074,0
SH-6360,OPP-4089,Qualified Lead,Negotiation,2023-02-09,2023-02-27,18.0,USR-3074,0
SH-6361,OPP-4089,Opportunity,Negotiation,2023-02-27,2023-05-02,33.0,USR-3074,0
SH-6362,OPP-4090,,Qualified Lead,2021-04-15,2021-04-21,6.0,USR-3065,0
SH-6363,OPP-4090,Lead,Opportunity,2021-04-21,2021-05-04,13.0,USR-3065,0
SH-6364,OPP-4090,Qualified Lead,Negotiation,2021-05-04,2021-05-22,18.0,USR-3065,0
SH-6365,OPP-4090,Opportunity,Negotiation,2021-05-22,2021-07-26,18.0,USR-3065,0
SH-6366,OPP-4091,,Lead,2024-10-14,,4.0,USR-3073,0
SH-6367,OPP-4092,,Qualified Lead,2023-10-17,2023-10-25,8.0,USR-3021,0
SH-6368,OPP-4092,Lead,Opportunity,2023-10-25,2023-10-31,6.0,USR-3021,0
SH-6369,OPP-4092,Qualified Lead,Negotiation,2023-10-31,2023-11-29,29.0,USR-3021,0
SH-6370,OPP-4092,Opportunity,Negotiation,2023-11-29,2023-11-28,18.0,USR-3021,0
SH-6371,OPP-4093,,Qualified Lead,2023-03-13,2023-03-23,10.0,USR-3058,0
SH-6372,OPP-4093,Lead,Opportunity,2023-03-23,2023-03-31,8.0,USR-3058,0
SH-6373,OPP-4093,Qualified Lead,Negotiation,2023-03-31,2023-04-18,18.0,USR-3058,0
SH-6374,OPP-4093,Opportunity,Negotiation,2023-04-18,2023-06-03,26.0,USR-3058,0
SH-6375,OPP-4094,,Qualified Lead,2023-05-16,2023-05-19,3.0,USR-3057,0
SH-6376,OPP-4094,Lead,Opportunity,2023-05-19,2023-06-02,14.0,USR-3057,0
SH-6377,OPP-4094,Qualified Lead,Negotiation,2023-06-02,2023-06-17,15.0,USR-3057,0
SH-6378,OPP-4094,Opportunity,Negotiation,2023-06-17,2023-08-06,7.0,USR-3057,0
SH-6379,OPP-4095,,Qualified Lead,2020-06-27,2020-07-02,5.0,USR-3005,0
SH-6380,OPP-4095,Lead,Opportunity,2020-07-02,2020-07-17,15.0,USR-3005,0
SH-6381,OPP-4095,Qualified Lead,Negotiation,2020-07-17,2020-08-10,24.0,USR-3005,0
SH-6382,OPP-4095,Opportunity,Negotiation,2020-08-10,2020-07-09,22.0,USR-3005,0
SH-6383,OPP-4096,,Qualified Lead,2022-09-05,2022-09-10,5.0,USR-3012,0
SH-6384,OPP-4096,Lead,Opportunity,2022-09-10,2022-09-18,8.0,USR-3012,0
SH-6385,OPP-4096,Qualified Lead,Negotiation,2022-09-18,2022-10-03,15.0,USR-3012,0
SH-6386,OPP-4096,Opportunity,Negotiation,2022-10-03,2022-10-13,15.0,USR-3012,0
SH-6387,OPP-4097,,Qualified Lead,2017-10-07,2017-10-18,11.0,USR-3034,0
SH-6388,OPP-4097,Lead,Opportunity,2017-10-18,2017-10-30,12.0,USR-3034,0
SH-6389,OPP-4097,Qualified Lead,Negotiation,2017-10-30,2017-12-12,43.0,USR-3034,0
SH-6390,OPP-4097,Opportunity,Negotiation,2017-12-12,2017-11-20,31.0,USR-3034,0
SH-6391,OPP-4098,,Qualified Lead,2020-06-05,2020-06-10,5.0,USR-3046,0
SH-6392,OPP-4098,Lead,Opportunity,2020-06-10,2020-06-27,17.0,USR-3046,0
SH-6393,OPP-4098,Qualified Lead,Negotiation,2020-06-27,2020-07-16,19.0,USR-3046,0
SH-6394,OPP-4098,Opportunity,Negotiation,2020-07-16,2020-08-27,21.0,USR-3046,0
SH-6395,OPP-4099,,Qualified Lead,2022-10-23,2022-11-01,9.0,USR-3054,0
SH-6396,OPP-4099,Lead,Opportunity,2022-11-01,2022-11-16,15.0,USR-3054,0
SH-6397,OPP-4099,Qualified Lead,Negotiation,2022-11-16,2022-12-16,30.0,USR-3054,0
SH-6398,OPP-4099,Opportunity,Negotiation,2022-12-16,2022-12-10,18.0,USR-3054,0
SH-6399,OPP-4100,,Qualified Lead,2015-08-13,2015-08-22,9.0,USR-3037,0
SH-6400,OPP-4100,Lead,Opportunity,2015-08-22,2015-09-02,11.0,USR-3037,0
SH-6401,OPP-4100,Qualified Lead,Negotiation,2015-09-02,2015-10-02,30.0,USR-3037,0
SH-6402,OPP-4100,Opportunity,Negotiation,2015-10-02,2015-10-02,16.0,USR-3037,0
SH-6403,OPP-4101,,Qualified Lead,2024-03-11,2024-03-20,9.0,USR-3010,0
SH-6404,OPP-4101,Lead,Opportunity,2024-03-20,2024-04-07,18.0,USR-3010,0
SH-6405,OPP-4101,Qualified Lead,Negotiation,2024-04-07,2024-04-23,16.0,USR-3010,0
SH-6406,OPP-4101,Opportunity,Negotiation,2024-04-23,2024-04-03,8.0,USR-3010,0
SH-6407,OPP-4102,,Qualified Lead,2024-05-09,2024-05-17,8.0,USR-3011,0
SH-6408,OPP-4102,Lead,Opportunity,2024-05-17,2024-06-01,15.0,USR-3011,0
SH-6409,OPP-4102,Qualified Lead,Negotiation,2024-06-01,2024-06-28,27.0,USR-3011,0
SH-6410,OPP-4102,Opportunity,Negotiation,2024-06-28,2024-06-20,18.0,USR-3011,0
SH-6411,OPP-4103,,Qualified Lead,2016-03-08,2016-03-17,9.0,USR-3077,0
SH-6412,OPP-4103,Lead,Opportunity,2016-03-17,2016-04-04,18.0,USR-3077,0
SH-6413,OPP-4103,Qualified Lead,Negotiation,2016-04-04,2016-04-25,21.0,USR-3077,0
SH-6414,OPP-4103,Opportunity,Negotiation,2016-04-25,2016-05-18,16.0,USR-3077,0
SH-6415,OPP-4104,,Qualified Lead,2019-10-16,2019-10-28,12.0,USR-3077,0
SH-6416,OPP-4104,Lead,Opportunity,2019-10-28,2019-11-14,17.0,USR-3077,0
SH-6417,OPP-4104,Qualified Lead,Negotiation,2019-11-14,2020-01-02,49.0,USR-3077,0
SH-6418,OPP-4104,Opportunity,Negotiation,2020-01-02,2020-01-27,44.0,USR-3077,0
SH-6419,OPP-4105,,Qualified Lead,2021-09-07,2021-09-14,7.0,USR-3008,0
SH-6420,OPP-4105,Lead,Opportunity,2021-09-14,2021-10-04,20.0,USR-3008,0
SH-6421,OPP-4105,Qualified Lead,Negotiation,2021-10-04,2021-10-28,24.0,USR-3008,0
SH-6422,OPP-4105,Opportunity,Negotiation,2021-10-28,2021-10-29,47.0,USR-3008,0
SH-6423,OPP-4105,Negotiation,Opportunity,2021-12-16,,,USR-3008,1
SH-6424,OPP-4106,,Qualified Lead,2022-10-13,2022-10-22,9.0,USR-3051,0
SH-6425,OPP-4106,Lead,Opportunity,2022-10-22,2022-11-06,15.0,USR-3051,0
SH-6426,OPP-4106,Qualified Lead,Negotiation,2022-11-06,2022-12-19,43.0,USR-3051,0
SH-6427,OPP-4106,Opportunity,Negotiation,2022-12-19,2022-11-27,13.0,USR-3051,0
SH-6428,OPP-4107,,Qualified Lead,2022-01-02,2022-01-14,12.0,USR-3050,0
SH-6429,OPP-4107,Lead,Opportunity,2022-01-14,2022-01-28,14.0,USR-3050,0
SH-6430,OPP-4107,Qualified Lead,Negotiation,2022-01-28,2022-02-27,30.0,USR-3050,0
SH-6431,OPP-4107,Opportunity,Negotiation,2022-02-27,2022-02-03,11.0,USR-3050,0
SH-6432,OPP-4108,,Qualified Lead,2021-09-03,2021-09-13,10.0,USR-3020,0
SH-6433,OPP-4108,Lead,Opportunity,2021-09-13,2021-09-24,11.0,USR-3020,0
SH-6434,OPP-4108,Qualified Lead,Negotiation,2021-09-24,2021-10-17,23.0,USR-3020,0
SH-6435,OPP-4108,Opportunity,Negotiation,2021-10-17,2021-11-02,24.0,USR-3020,0
SH-6436,OPP-4109,,Qualified Lead,2017-07-14,2017-07-17,3.0,USR-3004,0
SH-6437,OPP-4109,Lead,Opportunity,2017-07-17,2017-07-22,5.0,USR-3004,0
SH-6438,OPP-4109,Qualified Lead,Negotiation,2017-07-22,2017-08-30,39.0,USR-3004,0
SH-6439,OPP-4109,Opportunity,Negotiation,2017-08-30,2017-09-01,27.0,USR-3004,0
SH-6440,OPP-4109,Negotiation,Opportunity,2017-09-30,,,USR-3004,1
SH-6441,OPP-4110,,Qualified Lead,2021-07-25,2021-07-28,3.0,USR-3050,0
SH-6442,OPP-4110,Lead,Opportunity,2021-07-28,2021-08-05,8.0,USR-3050,0
SH-6443,OPP-4110,Qualified Lead,Negotiation,2021-08-05,2021-09-06,32.0,USR-3050,0
SH-6444,OPP-4110,Opportunity,Negotiation,2021-09-06,2021-08-12,18.0,USR-3050,0
SH-6445,OPP-4111,,Qualified Lead,2024-08-21,2024-08-28,7.0,USR-3066,0
SH-6446,OPP-4111,Lead,Opportunity,2024-08-28,2024-09-13,16.0,USR-3066,0
SH-6447,OPP-4111,Qualified Lead,Opportunity,2024-09-13,,35.0,USR-3066,0
SH-6448,OPP-4112,,Qualified Lead,2021-05-02,2021-05-11,9.0,USR-3048,0
SH-6449,OPP-4112,Lead,Opportunity,2021-05-11,2021-05-25,14.0,USR-3048,0
SH-6450,OPP-4112,Qualified Lead,Negotiation,2021-05-25,2021-07-25,61.0,USR-3048,0
SH-6451,OPP-4112,Opportunity,Negotiation,2021-07-25,2021-07-03,45.0,USR-3048,0
SH-6452,OPP-4113,,Qualified Lead,2021-10-01,2021-10-04,3.0,USR-3050,0
SH-6453,OPP-4113,Lead,Opportunity,2021-10-04,2021-10-21,17.0,USR-3050,0
SH-6454,OPP-4113,Qualified Lead,Negotiation,2021-10-21,2021-12-20,60.0,USR-3050,0
SH-6455,OPP-4113,Opportunity,Negotiation,2021-12-20,2021-12-10,45.0,USR-3050,0
SH-6456,OPP-4114,,Qualified Lead,2023-07-26,2023-07-29,3.0,USR-3077,0
SH-6457,OPP-4114,Lead,Opportunity,2023-07-29,2023-08-05,7.0,USR-3077,0
SH-6458,OPP-4114,Qualified Lead,Negotiation,2023-08-05,2023-09-07,33.0,USR-3077,0
SH-6459,OPP-4114,Opportunity,Negotiation,2023-09-07,2023-11-05,42.0,USR-3077,0
SH-6460,OPP-4115,,Qualified Lead,2015-03-06,2015-03-08,2.0,USR-3036,0
SH-6461,OPP-4115,Lead,Opportunity,2015-03-08,2015-03-15,7.0,USR-3036,0
SH-6462,OPP-4115,Qualified Lead,Negotiation,2015-03-15,2015-04-09,25.0,USR-3036,0
SH-6463,OPP-4115,Opportunity,Negotiation,2015-04-09,2015-04-25,9.0,USR-3036,0
SH-6464,OPP-4116,,Qualified Lead,2016-03-07,2016-03-16,9.0,USR-3072,0
SH-6465,OPP-4116,Lead,Opportunity,2016-03-16,2016-03-25,9.0,USR-3072,0
SH-6466,OPP-4116,Qualified Lead,Negotiation,2016-03-25,2016-04-22,28.0,USR-3072,0
SH-6467,OPP-4116,Opportunity,Negotiation,2016-04-22,2016-05-06,21.0,USR-3072,0
SH-6468,OPP-4117,,Qualified Lead,2016-10-05,2016-10-08,3.0,USR-3006,0
SH-6469,OPP-4117,Lead,Opportunity,2016-10-08,2016-10-18,10.0,USR-3006,0
SH-6470,OPP-4117,Qualified Lead,Negotiation,2016-10-18,2016-11-10,23.0,USR-3006,0
SH-6471,OPP-4117,Opportunity,Negotiation,2016-11-10,2016-11-02,23.0,USR-3006,0
SH-6472,OPP-4118,,Qualified Lead,2019-11-13,2019-11-16,3.0,USR-3069,0
SH-6473,OPP-4118,Lead,Opportunity,2019-11-16,2019-12-02,16.0,USR-3069,0
SH-6474,OPP-4118,Qualified Lead,Negotiation,2019-12-02,2020-01-05,34.0,USR-3069,0
SH-6475,OPP-4118,Opportunity,Negotiation,2020-01-05,2020-02-12,19.0,USR-3069,0
SH-6476,OPP-4119,,Qualified Lead,2021-07-19,2021-07-25,6.0,USR-3037,0
SH-6477,OPP-4119,Lead,Opportunity,2021-07-25,2021-08-04,10.0,USR-3037,0
SH-6478,OPP-4119,Qualified Lead,Negotiation,2021-08-04,2021-08-17,13.0,USR-3037,0
SH-6479,OPP-4119,Opportunity,Negotiation,2021-08-17,2021-10-27,31.0,USR-3037,0
SH-6480,OPP-4119,Negotiation,Opportunity,2021-09-18,,,USR-3037,1
SH-6481,OPP-4120,,Qualified Lead,2024-03-20,2024-03-23,3.0,USR-3032,0
SH-6482,OPP-4120,Lead,Opportunity,2024-03-23,2024-04-09,17.0,USR-3032,0
SH-6483,OPP-4120,Qualified Lead,Negotiation,2024-04-09,2024-05-08,29.0,USR-3032,0
SH-6484,OPP-4120,Opportunity,Negotiation,2024-05-08,2024-04-18,22.0,USR-3032,0
SH-6485,OPP-4121,,Qualified Lead,2018-04-22,2018-04-24,2.0,USR-3058,0
SH-6486,OPP-4121,Lead,Opportunity,2018-04-24,2018-05-09,15.0,USR-3058,0
SH-6487,OPP-4121,Qualified Lead,Negotiation,2018-05-09,2018-05-27,18.0,USR-3058,0
SH-6488,OPP-4121,Opportunity,Negotiation,2018-05-27,2018-05-20,14.0,USR-3058,0
SH-6489,OPP-4122,,Qualified Lead,2023-11-28,2023-12-02,4.0,USR-3029,0
SH-6490,OPP-4122,Lead,Opportunity,2023-12-02,2023-12-19,17.0,USR-3029,0
SH-6491,OPP-4122,Qualified Lead,Negotiation,2023-12-19,2024-01-15,27.0,USR-3029,0
SH-6492,OPP-4122,Opportunity,Negotiation,2024-01-15,2024-01-20,11.0,USR-3029,0
SH-6493,OPP-4123,,Qualified Lead,2024-07-08,2024-07-11,3.0,USR-3013,0
SH-6494,OPP-4123,Lead,Opportunity,2024-07-11,2024-07-25,14.0,USR-3013,0
SH-6495,OPP-4123,Qualified Lead,Negotiation,2024-07-25,2024-08-26,32.0,USR-3013,0
SH-6496,OPP-4123,Opportunity,Negotiation,2024-08-26,2024-08-02,21.0,USR-3013,0
SH-6497,OPP-4124,,Qualified Lead,2019-03-08,2019-03-10,2.0,USR-3002,0
SH-6498,OPP-4124,Lead,Opportunity,2019-03-10,2019-03-19,9.0,USR-3002,0
SH-6499,OPP-4124,Qualified Lead,Negotiation,2019-03-19,2019-04-19,31.0,USR-3002,0
SH-6500,OPP-4124,Opportunity,Negotiation,2019-04-19,2019-04-10,14.0,USR-3002,0
SH-6501,OPP-4125,,Qualified Lead,2024-11-20,2024-11-23,3.0,USR-3043,0
SH-6502,OPP-4125,Lead,Opportunity,2024-11-23,2024-11-29,6.0,USR-3043,0
SH-6503,OPP-4125,Qualified Lead,Negotiation,2024-11-29,2024-12-31,32.0,USR-3043,0
SH-6504,OPP-4125,Opportunity,Negotiation,2024-12-31,2024-12-31,22.0,USR-3043,0
SH-6505,OPP-4126,,Qualified Lead,2023-01-04,2023-01-08,4.0,USR-3041,0
SH-6506,OPP-4126,Lead,Opportunity,2023-01-08,2023-01-23,15.0,USR-3041,0
SH-6507,OPP-4126,Qualified Lead,Negotiation,2023-01-23,2023-02-16,24.0,USR-3041,0
SH-6508,OPP-4126,Opportunity,Negotiation,2023-02-16,2023-02-15,18.0,USR-3041,0
SH-6509,OPP-4127,,Qualified Lead,2017-06-27,2017-07-01,4.0,USR-3041,0
SH-6510,OPP-4127,Lead,Opportunity,2017-07-01,2017-07-09,8.0,USR-3041,0
SH-6511,OPP-4127,Qualified Lead,Negotiation,2017-07-09,2017-07-30,21.0,USR-3041,0
SH-6512,OPP-4127,Opportunity,Negotiation,2017-07-30,2017-08-28,22.0,USR-3041,0
SH-6513,OPP-4128,,Qualified Lead,2022-06-21,2022-06-26,5.0,USR-3053,0
SH-6514,OPP-4128,Lead,Opportunity,2022-06-26,2022-07-10,14.0,USR-3053,0
SH-6515,OPP-4128,Qualified Lead,Negotiation,2022-07-10,2022-08-05,26.0,USR-3053,0
SH-6516,OPP-4128,Opportunity,Negotiation,2022-08-05,2022-07-27,26.0,USR-3053,0
SH-6517,OPP-4129,,Qualified Lead,2023-06-01,2023-06-13,12.0,USR-3035,0
SH-6518,OPP-4129,Lead,Opportunity,2023-06-13,2023-06-19,6.0,USR-3035,0
SH-6519,OPP-4129,Qualified Lead,Negotiation,2023-06-19,2023-07-19,30.0,USR-3035,0
SH-6520,OPP-4129,Opportunity,Negotiation,2023-07-19,2023-08-01,33.0,USR-3035,0
SH-6521,OPP-4130,,Qualified Lead,2020-01-21,2020-01-26,5.0,USR-3062,0
SH-6522,OPP-4130,Lead,Opportunity,2020-01-26,2020-02-02,7.0,USR-3062,0
SH-6523,OPP-4130,Qualified Lead,Negotiation,2020-02-02,2020-02-26,24.0,USR-3062,0
SH-6524,OPP-4130,Opportunity,Negotiation,2020-02-26,2020-04-05,11.0,USR-3062,0
SH-6525,OPP-4131,,Qualified Lead,2024-01-09,2024-01-12,3.0,USR-3052,0
SH-6526,OPP-4131,Lead,Opportunity,2024-01-12,2024-01-18,6.0,USR-3052,0
SH-6527,OPP-4131,Qualified Lead,Negotiation,2024-01-18,2024-03-09,51.0,USR-3052,0
SH-6528,OPP-4131,Opportunity,Negotiation,2024-03-09,2024-02-12,48.0,USR-3052,0
SH-6529,OPP-4132,,Qualified Lead,2024-02-18,2024-02-26,8.0,USR-3069,0
SH-6530,OPP-4132,Lead,Opportunity,2024-02-26,2024-03-08,11.0,USR-3069,0
SH-6531,OPP-4132,Qualified Lead,Negotiation,2024-03-08,2024-05-06,59.0,USR-3069,0
SH-6532,OPP-4132,Opportunity,Negotiation,2024-05-06,2024-05-25,11.0,USR-3069,0
SH-6533,OPP-4133,,Qualified Lead,2015-12-18,2015-12-28,10.0,USR-3044,0
SH-6534,OPP-4133,Lead,Opportunity,2015-12-28,2016-01-14,17.0,USR-3044,0
SH-6535,OPP-4133,Qualified Lead,Negotiation,2016-01-14,2016-02-17,34.0,USR-3044,0
SH-6536,OPP-4133,Opportunity,Negotiation,2016-02-17,2016-01-18,21.0,USR-3044,0
SH-6537,OPP-4134,,Qualified Lead,2018-08-04,2018-08-16,12.0,USR-3011,0
SH-6538,OPP-4134,Lead,Opportunity,2018-08-16,2018-08-23,7.0,USR-3011,0
SH-6539,OPP-4134,Qualified Lead,Negotiation,2018-08-23,2018-09-20,28.0,USR-3011,0
SH-6540,OPP-4134,Opportunity,Negotiation,2018-09-20,2018-09-03,24.0,USR-3011,0
SH-6541,OPP-4135,,Qualified Lead,2019-05-26,2019-05-31,5.0,USR-3007,0
SH-6542,OPP-4135,Lead,Opportunity,2019-05-31,2019-06-16,16.0,USR-3007,0
SH-6543,OPP-4135,Qualified Lead,Negotiation,2019-06-16,2019-06-26,10.0,USR-3007,0
SH-6544,OPP-4135,Opportunity,Negotiation,2019-06-26,2019-06-18,28.0,USR-3007,0
SH-6545,OPP-4136,,Qualified Lead,2017-07-14,2017-07-20,6.0,USR-3041,0
SH-6546,OPP-4136,Lead,Opportunity,2017-07-20,2017-08-05,16.0,USR-3041,0
SH-6547,OPP-4136,Qualified Lead,Negotiation,2017-08-05,2017-09-03,29.0,USR-3041,0
SH-6548,OPP-4136,Opportunity,Negotiation,2017-09-03,2017-08-21,13.0,USR-3041,0
SH-6549,OPP-4137,,Qualified Lead,2023-11-19,2023-11-22,3.0,USR-3035,0
SH-6550,OPP-4137,Lead,Opportunity,2023-11-22,2023-12-04,12.0,USR-3035,0
SH-6551,OPP-4137,Qualified Lead,Negotiation,2023-12-04,2023-12-17,13.0,USR-3035,0
SH-6552,OPP-4137,Opportunity,Negotiation,2023-12-17,2023-12-23,11.0,USR-3035,0
SH-6553,OPP-4138,,Qualified Lead,2017-10-28,2017-11-06,9.0,USR-3014,0
